sk_id,com_cat_1,com_cat_2,com_cat_3,base_type,act,arpu_group,com_cat_7,com_cat_8,device_type_id,internet_type_id,revenue,itc,vas,rent_channel,roam,cost,com_cat_17,com_cat_18,com_cat_19,com_cat_20,com_cat_21,com_cat_22,com_cat_23,com_cat_25,com_cat_26,com_cat_27,com_cat_28,com_cat_29,com_cat_30,com_cat_31,com_cat_32,com_cat_33,com_cat_34
3333,24,186,36,3,3,15.0,6,2954.0,10.0,2.0,0.349618,0.0,0.25250100000000003,0.16492600000000002,0.0,0.012620999999999999,0.087132,0.0,0.078636,2.1043149999999997,0.063884,2.101145,0.353985,3,2,6.4e-05,0.0,0.0,0.0,0.001567,0.082737,0.311688,0.0
3334,48,516,56,24,12,116.0,14,8760.0,60.0,24.0,1.591793,0.15922,1.013096,0.67581,0.0,0.068172,0.0,0.0,0.3145440000000001,8.471734000000001,0.23157600000000003,8.471734000000001,1.526603,12,12,0.362953,0.15917599999999998,0.04054,0.21230300000000002,1.0354370000000002,0.330953,1.249845,24.0
3335,60,48,60,24,12,116.0,12,1500.0,60.0,24.0,1.6821619999999997,0.463808,1.0148190000000001,0.66669,0.005184,0.10373500000000001,0.0,0.0,0.3145440000000001,8.476058000000002,0.23157600000000003,8.476058000000002,1.5998919999999996,12,12,0.43866,0.463808,0.0036210000000000005,0.0,0.862764,0.332027,1.2487920000000001,92.0
3337,84,888,60,24,12,104.0,12,12792.0,60.0,12.0,1.5488,0.36414799999999997,1.0118530000000001,0.6610630000000002,0.0,0.08779100000000001,0.0,0.0,0.3145440000000001,8.441381,0.23157600000000003,8.441381,1.454374,12,12,0.49147700000000005,0.36414799999999997,0.0013679999999999999,0.0,0.43271,0.330948,1.246752,114.0
3339,48,960,60,24,12,143.0,12,19110.0,60.0,24.0,1.7852249999999998,0.6842060000000001,1.078921,0.709632,0.0,0.12861200000000003,0.0,0.0,0.3145440000000001,8.493134000000001,0.23157600000000003,8.493134000000001,1.6647489999999998,12,12,0.600474,0.671893,0.4776219999999999,0.370266,1.2537420000000001,0.330948,1.246752,24.0
3340,36,552,60,24,12,49.0,36,13369.0,61.0,23.0,1.3561720000000002,0.006203,1.0181190000000002,0.661575,0.0,0.051800000000000006,0.0,0.0,0.3145440000000001,8.401334,0.23157600000000003,8.401334,1.3600450000000004,12,12,0.059258000000000005,0.006203,0.061577,0.0,0.286289,0.330948,1.246752,108.0
3341,48,456,60,24,12,111.0,36,11163.0,36.0,36.0,1.6023190000000003,0.024853999999999998,1.027492,0.660045,0.0,0.054190999999999996,0.0,0.0,0.3145440000000001,8.486273,0.23157600000000003,8.486273,1.6088799999999999,12,12,0.050328000000000005,0.024853999999999998,0.0,0.0,0.7346029999999999,0.330948,1.249742,30.0
3342,12,360,122,19,12,107.0,12,7866.0,36.0,36.0,1.554539,0.039121,1.011443,0.660698,0.0,0.054641999999999996,0.315485,1.739497,0.3145440000000001,8.469076999999999,0.271601,8.455268,1.4507409999999998,12,12,0.5269739999999999,0.039121,0.0,0.0,0.324884,0.330948,1.247796,30.0
3343,72,300,60,24,12,88.0,12,10073.0,58.0,14.0,1.491884,0.08751899999999999,1.010958,0.664263,0.0,0.059819,0.0,0.0,0.3145440000000001,8.442974,0.23157600000000003,8.442974,1.42444,12,12,0.35412400000000005,0.08751899999999999,0.004247,0.0,2.120181,0.330948,1.246752,12.0
3344,72,24,60,24,12,117.0,36,13107.0,60.0,21.0,1.6480079999999997,0.509387,1.0303289999999998,0.66065,0.0,0.103759,0.0,0.0,0.3145440000000001,8.463997,0.23157600000000003,8.463997,1.5714429999999995,12,12,0.41070300000000004,0.509387,0.00041799999999999997,5e-06,1.3470400000000005,0.330948,1.246752,12.0
3346,36,336,60,24,11,25.0,46,6717.0,60.0,19.0,1.312497,0.000213,1.0139660000000001,0.659862,0.0,0.05078,0.0,0.0,0.3145440000000001,8.386721000000001,0.23157600000000003,8.386721000000001,1.3279370000000001,12,12,0.008144,0.000213,1.9e-05,0.002059,0.005655,0.330948,1.246752,114.0
3347,36,816,60,24,12,131.0,22,1376.0,60.0,24.0,1.7169970000000003,0.297933,1.014013,0.6942309999999999,0.0,0.083808,0.0,0.0,0.3145440000000001,8.503775000000001,0.23157600000000003,8.503775000000001,1.614071,12,12,0.527474,0.29718900000000004,0.163394,0.064423,0.644891,0.37094400000000005,1.6409469999999997,90.0
3348,60,396,138,18,12,58.0,36,6296.0,42.0,30.0,1.3644640000000001,0.119073,1.0280470000000002,0.659732,0.0,0.06379499999999999,0.136548,1.1600329999999999,0.3145440000000001,8.394967000000001,0.249799,8.388445,1.363155,12,11,0.075812,0.119073,0.0,0.0,0.17601,0.330948,1.246752,83.0
3349,84,468,54,24,12,43.0,72,4524.0,60.0,12.0,1.345986,9e-06,1.013341,0.6670350000000002,0.0,0.05128300000000001,0.0,0.0,0.3145440000000001,8.398139,0.23157600000000003,8.398139,1.3633380000000002,12,12,0.000168,9e-06,0.022267,0.0,0.002589,0.330948,1.246752,111.0
3350,12,177,36,3,3,32.0,6,342.0,15.0,6.0,0.41262600000000005,0.024035,0.257352,0.191425,0.0,0.017478,0.0,0.0,0.078636,2.1227729999999996,0.057894,2.1227729999999996,0.41589999999999994,3,2,0.005142,0.023188,0.034365,0.21109999999999998,0.17612899999999998,0.082737,0.311688,0.0
3351,72,420,95,22,12,94.0,19,3983.0,76.0,20.0,1.5267110000000002,0.20308400000000001,1.0169030000000001,0.669255,0.0,0.07236900000000002,0.521127,0.0,0.3145440000000001,8.445538,0.26740300000000006,8.426574,1.4973060000000002,12,12,0.20679700000000004,0.189319,0.037634,0.0,0.461378,0.4733410000000001,1.4951809999999999,84.0
3352,24,384,30,24,9,20.0,48,7664.0,60.0,24.0,1.301234,0.000277,1.0100040000000001,0.659588,0.0,0.05050300000000001,0.0,0.0,0.3145440000000001,8.382963000000002,0.23157600000000003,8.382963000000002,1.317423,12,12,0.004743000000000001,0.000277,2.1e-05,4e-06,0.004129000000000001,0.330948,1.246752,105.0
3353,48,456,60,24,12,57.0,36,12732.0,60.0,12.0,1.362299,0.002941,1.012273,0.6599780000000001,0.0,0.050955999999999994,0.0,0.0,0.3145440000000001,8.404146,0.23157600000000003,8.404146,1.3792530000000003,12,12,0.0011520000000000002,0.0027550000000000005,7.999999999999999e-05,0.0,0.625883,0.330948,1.246752,120.0
3354,84,756,60,24,12,65.0,48,11214.0,43.0,34.0,1.404113,0.020131,1.023477,0.6989280000000001,0.0,0.056515,0.0,0.0,0.3145440000000001,8.414586,0.23157600000000003,8.414586,1.386438,12,12,0.15192,0.020131,0.076276,0.059397000000000005,0.12841799999999998,0.330948,1.246752,72.0
3355,60,168,84,23,12,44.0,36,4236.0,36.0,36.0,1.326329,0.046693,1.012596,0.659772,0.0,0.055416,0.0,0.0,0.3145440000000001,8.388010000000001,0.23157600000000003,8.388010000000001,1.3322239999999999,12,12,0.04843799999999999,0.046693,0.0,0.0,0.11174300000000001,0.330948,1.246752,38.0
3356,12,360,60,24,12,144.0,15,1502.0,60.0,24.0,2.3947909999999997,1.490358,1.6702279999999998,0.700269,0.000272,0.24902599999999997,0.0,0.0,0.3145440000000001,8.614823,0.23157600000000003,8.614823,2.173877,12,12,1.038818,1.490178,0.042983,0.220276,1.6857939999999998,0.333374,1.247925,24.0
3357,84,312,60,24,12,95.0,12,1432.0,60.0,20.0,1.5112320000000001,0.290182,1.043238,0.670491,0.0,0.083065,0.0,0.0,0.3145440000000001,8.431795,0.23157600000000003,8.431795,1.4488680000000003,12,12,0.350779,0.290154,0.039647,0.0,0.36115800000000003,0.33096400000000004,1.247051,87.0
3358,60,996,60,24,12,98.0,12,9504.0,60.0,24.0,1.521891,0.32219299999999995,1.028144,0.6612140000000001,0.0,0.08460100000000001,0.0,0.0,0.3145440000000001,8.434365000000001,0.23157600000000003,8.434365000000001,1.43975,12,12,0.382906,0.24144499999999997,0.006398999999999999,0.0029040000000000003,0.6177220000000001,0.331071,1.246829,108.0
3360,88,33,130,16,11,23.0,33,8514.0,55.0,22.0,1.206956,0.001767,0.926605,0.6047220000000001,0.000165,0.046673,0.0,0.0,0.3778700000000001,7.689083,0.23682400000000003,7.683829,1.2224719999999998,11,10,0.0015470000000000002,0.001767,0.0,2.7000000000000002e-05,0.024447,0.303369,1.142856,80.0
3361,72,252,59,24,12,127.0,12,14763.0,60.0,24.0,1.675789,0.203535,1.0521479999999999,0.796468,0.0,0.08476600000000001,0.0,0.0,0.3145440000000001,8.488501000000001,0.23157600000000003,8.488501000000001,1.668257,12,12,0.105151,0.19950400000000001,0.9747840000000001,0.135901,0.647923,0.330948,1.246752,24.0
3363,56,133,86,8,7,53.0,14,9525.0,35.0,7.0,0.868137,0.041663000000000006,0.592875,0.396179,0.0,0.03483,0.0,0.0,0.233151,4.924368,0.169188,4.9214530000000005,0.8612719999999999,7,6,0.07536,0.041663000000000006,0.014733,0.0,0.056231,0.19305299999999997,0.727272,36.0
3364,84,468,60,24,12,88.0,12,19404.0,60.0,24.0,1.4795740000000002,0.059438,1.018901,0.6770760000000001,3.4e-05,0.058527,0.0,0.0,0.3145440000000001,8.439636,0.23157600000000003,8.439636,1.4783359999999999,12,12,0.082062,0.059343999999999994,0.024108000000000004,0.020861,0.580113,0.330948,1.247673,67.0
3365,96,144,60,24,12,129.0,22,1320.0,60.0,24.0,1.688815,0.5055000000000001,1.043587,0.7253300000000001,0.0,0.109337,0.0,0.0,0.3145440000000001,8.474066999999998,0.23157600000000003,8.474066999999998,1.6192400000000002,12,12,0.351531,0.504723,0.5230299999999999,0.003184,0.790509,0.389679,1.263315,48.0
3366,48,516,60,24,12,101.0,24,15900.0,60.0,24.0,1.674394,0.019180000000000003,1.0100040000000001,0.6607890000000001,0.0,0.05252500000000001,0.0,0.0,0.3145440000000001,8.512978,0.23157600000000003,8.512978,1.675203,12,12,0.075608,0.019035,0.0024950000000000007,0.012327000000000001,0.14980999999999997,0.33349100000000004,1.2665519999999997,90.0
3367,96,348,60,24,12,140.0,12,2268.0,60.0,24.0,1.8075339999999998,0.459046,1.0918180000000002,0.85456,0.0,0.11796900000000002,0.0,0.0,0.3145440000000001,8.509246000000001,0.23157600000000003,8.509246000000001,1.6867860000000001,12,12,0.589193,0.459046,0.142056,0.0,0.9087260000000001,0.330948,1.246752,24.0
3368,24,384,40,24,12,73.0,12,3594.0,60.0,24.0,1.413509,0.046809,1.017983,0.6621859999999999,0.0,0.05597300000000001,0.0,0.0,0.3145440000000001,8.418318,0.23157600000000003,8.418318,1.4200180000000002,12,12,0.027199,0.046809,0.014975,0.006274999999999999,0.127328,0.33613400000000004,1.250195,108.0
3369,72,852,40,24,12,112.0,12,9048.0,60.0,12.0,1.577866,0.13124,1.0120220000000002,0.6630769999999999,0.0,0.064247,0.0,0.0,0.3145440000000001,8.469864,0.23157600000000003,8.469864,1.5693249999999999,12,12,0.112202,0.13124,0.027481000000000005,0.0,0.556207,0.330948,1.246752,108.0
3370,96,480,60,24,12,104.0,81,17460.0,36.0,36.0,1.567428,0.34227,1.0138160000000003,0.6603650000000001,0.0,0.085636,0.0,0.0,0.3145440000000001,8.449618000000001,0.23157600000000003,8.449618000000001,1.507165,12,12,0.32298899999999997,0.34227,0.0,0.0,0.399642,0.330948,1.246752,36.0
3371,24,864,60,24,12,78.0,12,10032.0,60.0,12.0,1.4405679999999998,0.195766,1.01073,0.665663,0.00013900000000000002,0.071075,0.400997,0.0,0.3145440000000001,8.416165,0.259143,8.401570999999999,1.4243970000000001,12,12,0.147698,0.195647,0.019875,0.0,0.297745,0.34307800000000005,1.417675,96.0
3372,48,564,60,24,12,104.0,12,13537.0,60.0,21.0,1.5497699999999999,0.15824200000000002,1.0100040000000001,0.660137,0.0,0.066633,0.0,0.0,0.3145440000000001,8.458110999999999,0.23157600000000003,8.458110999999999,1.534854,12,12,0.12670700000000001,0.15562600000000001,0.00026399999999999997,0.0014490000000000002,0.131494,0.365823,2.204647,96.0
3373,42,378,72,6,6,53.0,12,7496.0,36.0,14.0,0.7776710000000001,0.928578,0.509262,0.38106,0.0,0.12410799999999998,0.0,0.0,0.6498510000000001,4.159724,0.170403,4.130819,0.7811600000000001,6,5,0.023414,0.928578,0.161366,0.018236000000000002,0.42290300000000003,0.309703,0.6580490000000001,18.0
3375,72,300,60,24,12,51.0,36,7116.0,60.0,24.0,1.337892,0.014953999999999999,1.039858,0.659647,0.0,0.05396399999999999,0.0,0.0,0.3145440000000001,8.39321,0.23157600000000003,8.39321,1.344779,12,12,0.038927,0.011278999999999999,0.0,0.0,0.032551,0.330948,1.246752,120.0
3376,84,468,33,24,12,102.0,12,19116.0,60.0,24.0,1.5387089999999999,0.5368470000000001,1.034692,0.7029520000000002,0.0,0.11017900000000001,0.027485000000000002,0.694962,0.3145440000000001,8.420486,0.23859900000000003,8.418555,1.498184,12,12,0.254738,0.5321530000000001,0.017724999999999998,0.125936,0.7871330000000001,0.330948,1.246752,24.0
3377,32,288,101,10,8,58.0,16,5840.0,40.0,16.0,0.9873719999999999,0.04822,0.6899469999999999,0.439836,0.0,0.03966,0.0,0.0,0.26071000000000005,5.626277,0.186861,5.623282999999999,0.987995,8,7,0.04334,0.04822,0.00115,0.00048499999999999997,0.042691,0.22063199999999997,0.8595269999999999,40.0
3378,72,300,60,24,12,121.0,36,19380.0,36.0,36.0,1.6281360000000002,0.325943,1.0774449999999998,0.660874,0.0,0.08818899999999999,0.0,0.0,0.3145440000000001,8.469048,0.23157600000000003,8.469048,1.560792,12,12,0.345834,0.32426,0.0,0.0,0.688806,0.330948,1.247733,36.0
3379,24,360,101,10,8,47.0,24,6065.0,26.0,22.0,0.9379289999999999,0.07454100000000001,0.690214,0.439919,0.0,0.042362,0.09157699999999999,0.29606499999999997,0.20969600000000005,5.606747999999999,0.162555,5.60302,0.9269409999999999,8,7,0.079753,0.07454100000000001,1.4e-05,0.0,0.5571799999999999,0.22063199999999997,0.831168,13.0
3380,18,63,117,12,9,108.0,18,2232.0,51.0,21.0,1.553682,0.415718,0.815931,0.49591099999999994,0.0,0.08411500000000001,0.9527350000000001,0.0,0.23590800000000006,6.455138,0.23918500000000004,6.420469000000001,1.439171,9,8,0.53547,0.397111,0.0,0.0,0.58206,0.24821099999999996,0.935064,30.0
3381,3,90,36,3,3,29.0,6,1094.0,17.0,5.0,0.399588,0.016919999999999998,0.280434,0.179573,0.0,0.017333,0.0,0.0,0.127259,2.118287,0.118564,2.115434,0.401637,3,2,0.010904,0.016738000000000003,0.086007,0.022463999999999998,0.01877,0.082766,0.311688,0.0
3383,36,288,20,24,12,50.0,48,9966.0,40.0,32.0,1.3364999999999998,0.18268099999999998,1.0298340000000001,0.6599790000000001,0.0,0.07041,0.0,0.0,0.3145440000000001,8.379984,0.23157600000000003,8.379984,1.3435580000000003,12,12,0.045086,0.18268099999999998,0.0,0.0,0.14671700000000001,0.330948,1.246752,93.0
3384,96,228,60,24,12,123.0,12,9492.0,60.0,23.0,1.6315150000000005,0.193175,1.0100040000000001,0.7166750000000001,0.0,0.07465000000000001,0.0,0.0,0.3145440000000001,8.480725,0.23157600000000003,8.480725,1.5786210000000003,12,12,0.3078660000000001,0.19257400000000002,0.020510999999999998,0.034041,0.37098999999999993,0.330948,1.246752,87.0
3385,96,624,60,24,12,123.0,21,15333.0,60.0,24.0,1.6349759999999998,0.154353,1.0721159999999998,0.9576960000000001,0.000276,0.094065,0.0,0.0,0.3145440000000001,8.466909,0.23157600000000003,8.466909,1.6217320000000002,12,12,0.11491799999999999,0.147094,0.020184999999999998,0.4770289999999999,0.409588,0.331042,1.2506959999999998,24.0
3387,60,828,60,24,12,107.0,20,7748.0,60.0,14.0,1.560934,0.04766000000000001,1.066977,0.671255,0.0,0.059988,0.0,0.0,0.3145440000000001,8.467191000000001,0.23157600000000003,8.467191000000001,1.5670930000000003,12,12,0.024873000000000003,0.04745500000000001,0.099175,1.6e-05,0.23421200000000003,0.330948,1.258237,24.0
3388,48,708,60,24,12,95.0,12,19740.0,60.0,12.0,1.5063630000000001,0.37312300000000004,1.013511,0.669678,0.0,0.089492,0.0,0.0,0.3145440000000001,8.425099000000001,0.23157600000000003,8.425099000000001,1.469824,12,12,0.223663,0.37312300000000004,0.05713599999999999,0.0,0.8104960000000001,0.330948,1.246752,49.0
3389,60,396,60,24,10,18.0,48,12641.0,38.0,35.0,1.303321,0.002682,1.012827,0.659613,0.0,0.050935,0.0,0.0,0.3145440000000001,8.383364,0.23157600000000003,8.383364,1.319993,12,12,2.3e-05,0.002682,4e-06,0.0,0.041031000000000005,0.330948,1.246752,102.0
3390,24,384,60,24,12,69.0,12,10354.0,58.0,23.0,1.412337,0.14325700000000002,1.014507,0.6599389999999999,0.0,0.065385,0.0,0.0,0.3145440000000001,8.410615,0.23157600000000003,8.410615,1.3802129999999997,12,12,0.21532600000000002,0.142334,0.0,0.0,0.250922,0.330948,1.246752,120.0
3391,84,756,60,24,12,73.0,12,8052.0,60.0,12.0,1.4291209999999999,0.0024,1.0100040000000001,0.660806,0.0,0.05081800000000001,0.0,0.0,0.3145440000000001,8.427815,0.23157600000000003,8.427815,1.4370910000000001,12,12,0.042148,0.0024,0.0042380000000000004,0.0,0.035422999999999996,0.330948,1.246752,108.0
3392,36,192,56,24,12,70.0,36,9780.0,60.0,24.0,1.412349,0.041508,1.036327,0.6597689999999999,6.6e-05,0.056511000000000006,0.0,0.0,0.3145440000000001,8.417492,0.23157600000000003,8.417492,1.4005830000000001,12,12,0.12830199999999997,0.041508,3.5999999999999994e-05,0.0,0.48968900000000004,0.330948,1.246942,120.0
3393,96,528,60,24,12,124.0,27,7658.0,60.0,24.0,1.6548859999999999,0.10696900000000001,1.015996,1.6288500000000001,0.0,0.13823800000000003,0.0,0.0,0.3145440000000001,8.43972,0.23157600000000003,8.43972,1.6418240000000002,12,12,0.135219,0.10696900000000001,0.240844,3.246393,0.424849,0.330948,1.246752,24.0
3394,24,444,72,24,12,34.0,36,18768.0,36.0,36.0,1.3159310000000002,0.021803,1.0313130000000001,0.659598,0.0,0.05409500000000001,0.0,0.0,0.3145440000000001,8.385362999999998,0.23157600000000003,8.385362999999998,1.3323159999999998,12,12,0.004043,0.021803,0.0,0.0,0.014403,0.330948,1.246752,48.0
3395,2,60,26,2,2,18.0,4,2648.0,10.0,4.0,0.26517199999999996,0.014898999999999999,0.173066,0.113099,0.0,0.010491,0.0,0.0,0.823496,1.412587,0.12408899999999999,1.36734,0.266001,2,1,0.009523,0.014898999999999999,0.00029299999999999997,0.028338000000000002,0.032115,0.055158,0.207792,0.0
3396,96,528,46,24,12,96.0,19,14004.0,60.0,24.0,1.5149339999999998,0.12143300000000001,1.01385,0.7062320000000001,0.0,0.066774,0.0,0.0,0.3145440000000001,8.445719,0.23157600000000003,8.445719,1.4998850000000001,12,12,0.135983,0.12114500000000002,0.092599,0.035081999999999995,0.7127160000000001,0.35300600000000004,1.277923,87.0
3397,72,852,60,24,12,81.0,12,19416.0,60.0,24.0,1.4544450000000002,0.071326,1.016296,0.664803,0.0,0.05856200000000001,0.0,0.0,0.3145440000000001,8.430746000000001,0.23157600000000003,8.430746000000001,1.4467089999999998,12,12,0.11010199999999999,0.070631,0.0069299999999999995,0.067707,0.24818200000000004,0.330948,1.246752,52.0
3398,60,492,60,24,12,139.0,48,13404.0,36.0,36.0,1.7732629999999998,0.6611699999999999,1.100977,0.6609540000000002,0.0,0.123873,0.0,0.0,0.3145440000000001,8.492588000000001,0.23157600000000003,8.492588000000001,1.643879,12,12,0.64305,0.6597839999999999,0.0,0.0,0.7331649999999998,0.330948,1.246752,50.0
3399,84,876,42,24,11,24.0,48,4248.0,68.0,12.0,1.305773,0.003108,1.0268380000000001,0.6595850000000001,0.0,0.051896000000000005,0.0,0.0,0.3145440000000001,8.383484,0.23157600000000003,8.383484,1.3229760000000002,12,12,0.000344,0.003108,0.0,0.0,0.0027300000000000002,0.330948,1.246752,120.0
3400,12,360,84,23,12,140.0,21,1636.0,60.0,23.0,1.80614,0.451754,1.017541,0.666438,0.0,0.097509,0.39885999999999994,2.2685639999999996,0.3145440000000001,8.524598,0.282912,8.507046,1.7886139999999997,12,12,0.156931,0.45062,0.006190000000000001,0.021241000000000006,0.9461829999999999,0.33104700000000004,1.246859,64.0
3401,60,276,122,19,12,77.0,12,3348.0,60.0,12.0,1.4497630000000004,4.4e-05,1.0100040000000001,0.6687040000000001,0.0,0.05120099999999999,0.6874690000000001,0.0,0.3145440000000001,8.434797,0.27883600000000003,8.409781,1.467354,12,12,0.000315,4.4e-05,0.07477900000000001,0.0,0.0017259999999999999,0.330948,1.246752,20.0
3402,84,264,60,24,12,69.0,36,10688.0,36.0,36.0,1.413035,0.01883,1.048586,0.6597200000000001,0.0,0.054936000000000006,0.0,0.0,0.3145440000000001,8.418954,0.23157600000000003,8.418954,1.3906620000000003,12,12,0.156536,0.012923999999999998,0.0,0.0,0.15898,0.330948,1.246752,36.0
3404,36,240,60,24,12,89.0,31,5290.0,46.0,26.0,1.4910639999999997,0.060215000000000005,1.013212,0.6628529999999999,0.0,0.057074999999999994,0.0,0.0,0.3145440000000001,8.44481,0.23157600000000003,8.44481,1.484515,12,12,0.10641099999999999,0.060215000000000005,0.05096199999999999,0.0,0.35121399999999997,0.330948,1.246752,46.0
3405,72,852,60,24,12,71.0,12,11484.0,36.0,36.0,1.4149169999999998,0.002954,1.080168,0.660445,0.0,0.055449000000000005,0.0,0.0,0.3145440000000001,8.419222000000001,0.23157600000000003,8.419222000000001,1.431364,12,12,0.004918,0.002954,0.0,0.0,0.32117399999999996,0.330948,1.246752,36.0
3406,96,144,60,24,12,144.0,22,15900.0,60.0,24.0,1.850559,0.385437,1.0274360000000002,0.8521449999999999,8.1e-05,0.10614,0.0,0.0,0.3145440000000001,8.533576,0.23157600000000003,8.533576,1.797248,12,12,0.291051,0.385437,1.587955,0.0,1.542207,0.330949,1.247091,44.0
3407,72,672,60,24,12,76.0,12,17028.0,36.0,36.0,1.44161,0.128145,1.030361,0.6602730000000001,0.0,0.064913,0.0,0.0,0.3145440000000001,8.421301999999999,0.23157600000000003,8.421301999999999,1.4285649999999999,12,12,0.128624,0.119149,0.0006190000000000001,0.0,0.47343499999999994,0.330948,1.246752,39.0
3408,36,684,95,22,12,21.0,36,14958.0,56.0,19.0,1.302921,0.0027600000000000003,1.017216,0.6596449999999999,0.0,0.051236,0.0,0.0,0.3145440000000001,8.382992,0.23157600000000003,8.382992,1.3201200000000002,12,12,0.00034,0.0027600000000000003,0.0,0.0,0.05735799999999999,0.330948,1.246752,108.0
3409,12,360,60,24,12,128.0,69,1512.0,60.0,24.0,1.701589,0.059125,1.0583989999999999,0.674723,0.002181,0.063036,0.0,0.0,0.3145440000000001,8.514427,0.23157600000000003,8.514427,1.708981,12,12,0.047837000000000005,0.059101,0.027246,0.079093,0.15134000000000003,0.350024,1.258419,24.0
3410,96,156,32,24,12,80.0,35,13215.0,36.0,36.0,1.453966,0.04426,1.0393599999999998,0.6605,0.0,0.056982,0.0,0.0,0.3145440000000001,8.431802,0.23157600000000003,8.431802,1.463644,12,12,0.032896999999999996,0.04426,0.0,0.0,0.492813,0.330948,1.246752,36.0
3412,96,228,60,24,11,68.0,36,14976.0,36.0,32.0,1.417765,0.128131,1.011113,0.662271,0.0,0.063807,0.0,0.0,0.3145440000000001,8.413751,0.23157600000000003,8.413751,1.4080779999999997,12,12,0.11927600000000001,0.128131,0.0,0.0,0.224802,0.330948,1.246752,41.0
3413,60,720,60,24,12,93.0,12,8220.0,60.0,24.0,1.532072,0.3728010000000001,1.0159099999999999,0.6717960000000001,0.0,0.08978599999999999,0.0,0.0,0.3145440000000001,8.433938,0.23157600000000003,8.433938,1.4625780000000002,12,12,0.35020199999999996,0.3728010000000001,0.012140000000000001,0.034833,0.32954300000000003,0.48556400000000005,1.278614,81.0
3414,12,360,60,24,12,82.0,84,1320.0,60.0,24.0,1.455765,0.106486,1.010507,0.66137,0.0,0.06149399999999999,0.0,0.0,0.3145440000000001,8.428942000000001,0.23157600000000003,8.428942000000001,1.436884,12,12,0.12466700000000001,0.10585699999999999,0.003491,0.002861,0.278616,0.331057,1.24699,110.0
3415,84,888,60,24,12,119.0,26,5568.0,60.0,12.0,1.6465509999999999,0.5117489999999999,1.038689,0.6764910000000001,0.0,0.105798,0.0,0.0,0.3145440000000001,8.461905,0.23157600000000003,8.461905,1.590713,12,12,0.323786,0.507562,0.182183,0.0,0.554467,0.330948,1.256593,24.0
3416,50,690,123,14,10,35.0,80,9668.0,50.0,16.0,1.111295,0.18712199999999998,0.8493360000000001,0.5497010000000001,0.0,0.061624,0.0,0.0,0.3144300000000001,6.980172,0.23017200000000004,6.977102,1.1255,10,9,0.00114,0.18712199999999998,0.0,0.0,0.026729000000000003,0.27579,1.03896,60.0
3417,12,360,60,24,12,122.0,12,1326.0,60.0,24.0,1.624061,0.25695,1.0204550000000001,0.6771059999999999,0.001162,0.07986299999999999,0.0,0.0,0.3145440000000001,8.474058,0.23157600000000003,8.474058,1.548938,12,12,0.3816,0.256814,0.046749,0.053932,0.8334130000000001,0.33757600000000004,1.2502929999999999,24.0
3418,12,360,60,24,12,102.0,12,14628.0,36.0,36.0,1.546059,0.22554799999999997,1.022279,0.6604880000000001,0.0,0.074318,0.0,0.0,0.3145440000000001,8.450848999999998,0.23157600000000003,8.450848999999998,1.521537,12,12,0.166498,0.22554799999999997,0.0,0.0,0.267374,0.330948,1.247054,36.0
3419,60,48,47,24,12,94.0,36,4308.0,36.0,36.0,1.507252,0.20296900000000004,1.097165,0.661519,0.0,0.07701400000000001,0.0,0.0,0.3145440000000001,8.435077999999999,0.23157600000000003,8.435077999999999,1.483342,12,12,0.18252399999999996,0.202601,0.0,0.0,0.32212999999999997,0.330948,1.246752,36.0
3420,48,456,60,24,12,125.0,12,12600.0,36.0,36.0,1.677375,0.187799,1.170868,0.6600279999999998,0.0,0.08018800000000001,0.0,0.0,0.3145440000000001,8.492605000000001,0.23157600000000003,8.492605000000001,1.6357819999999998,12,12,0.23532799999999998,0.18756699999999998,0.0,0.0,0.7130310000000001,0.330948,1.254443,36.0
3421,60,204,84,23,12,109.0,21,15958.0,60.0,24.0,1.573825,0.17535299999999998,1.049787,0.666823,0.0,0.071514,0.0,0.0,0.3145440000000001,8.462813,0.23157600000000003,8.462813,1.523476,12,12,0.277448,0.175334,0.10191599999999999,0.09861800000000001,0.515121,0.330948,1.246752,24.0
3423,84,588,60,24,12,67.0,36,13683.0,60.0,30.0,1.396483,0.0008190000000000001,1.05404,0.668087,0.0,0.054121,0.0,0.0,0.3145440000000001,8.413749000000001,0.23157600000000003,8.413749000000001,1.4122800000000002,12,12,0.007554999999999999,0.0008190000000000001,0.00552,0.0,0.19417299999999998,0.330948,1.246752,108.0
3424,84,888,24,24,10,95.0,12,5493.0,58.0,14.0,1.5559509999999999,0.029649,1.034993,0.6658780000000001,0.0,0.055629,0.0,0.0,0.3145440000000001,8.468809000000002,0.23157600000000003,8.468809000000002,1.5685130000000003,12,12,0.022029,0.029649,0.0,0.0,0.00044399999999999995,0.622567,2.053566,96.0
3426,72,420,60,24,12,54.0,81,2677.0,58.0,18.0,1.35387,0.054086999999999996,1.012718,0.660151,0.0,0.056207999999999994,0.0,0.0,0.3145440000000001,8.397108,0.23157600000000003,8.397108,1.3585440000000002,12,12,0.05381600000000001,0.022242,7e-06,0.0,0.14058699999999996,0.330948,1.246752,120.0
3427,60,768,46,24,12,98.0,21,13710.0,47.0,27.0,1.530288,0.068479,1.026609,0.697489,0.0,0.06153,0.0,0.0,0.3145440000000001,8.45519,0.23157600000000003,8.45519,1.528348,12,12,0.08418500000000001,0.065824,0.36623300000000003,0.15873199999999998,0.06864,0.330948,1.572113,95.0
